qn_ans_code,qn_text,qn_type,qn_label_godata_eng,qn_label_godata_ita,qn_label_godata_ara,qn_label_godata_ukr,ans_label,ans_value,qn_label,accept_na
Q3A1Q22A3,Does the health care facility conduct regular (at least once a year) hand hygiene audits and provide feedback to health workers?,Single answer,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,Unknown,Unknown,hcf_hhaudit,0
Q3A1Q22A4,Does the health care facility conduct regular (at least once a year) hand hygiene audits and provide feedback to health workers?,Single answer,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,does_the_health_care_facility_conduct_regular_at_least_once_a_year_hand_hygiene_audits_and_feedback_to_health_workers,I don’t know what hand hygiene audits are,I don’t know what hand hygiene audits are,hcf_hhaudit,0
Q3A1Q23A1,Does the health care facility conduct other IPC audits?,Single answer,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,Yes,Yes,hcf_ipcaudit,0
Q3A1Q23A1Q1,Date of last IPC audit,Date/Time,date_of_last_ipc_audit,date_of_last_ipc_audit,date_of_last_ipc_audit,date_of_last_ipc_audit,NA,NA,hcf_ipcaudit_date,1
Q3A1Q23A2,Does the health care facility conduct other IPC audits?,Single answer,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,No,No,hcf_ipcaudit,0
Q3A1Q23A3,Does the health care facility conduct other IPC audits?,Single answer,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,Unknown,Unknown,hcf_ipcaudit,0
Q3A1Q23A4,Does the health care facility conduct other IPC audits?,Single answer,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,does_the_health_care_facility_conduct_other_ipc_audits,I don’t know what other IPC audits are,I don’t know what other IPC audits are,hcf_ipcaudit,0
Q3A1Q24A1,Does the health care facility have a surveillance system for health-care-associated infections in patients?,Single answer,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,Yes,Yes,hcf_haisurv_pt,0
Q3A1Q24A2,Does the health care facility have a surveillance system for health-care-associated infections in patients?,Single answer,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,No,No,hcf_haisurv_pt,0
Q3A1Q24A3,Does the health care facility have a surveillance system for health-care-associated infections in patients?,Single answer,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_patients,Unknown,Unknown,hcf_haisurv_pt,0
Q3A1Q25A1,Does the health care facility have a surveillance system for health-care-associated infections in health workers?,Single answer,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,Yes,Yes,hcf_haisurv_hcw,0
Q3A1Q25A2,Does the health care facility have a surveillance system for health-care-associated infections in health workers?,Single answer,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,No,No,hcf_haisurv_hcw,0
Q3A1Q25A3,Does the health care facility have a surveillance system for health-care-associated infections in health workers?,Single answer,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,does_the_health_care_facility_have_a_surveillance_system_for_healthcare_associated_infections_in_health_workers,Unknown,Unknown,hcf_haisurv_hcw,0
Q3A1Q26A1,Does the health care facility screen staff on arrival for symptoms of infection?,Single answer,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,Yes,Yes,hcf_screenonarrival,0
Q3A1Q26A2,Does the health care facility screen staff on arrival for symptoms of infection?,Single answer,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,No,No,hcf_screenonarrival,0
Q3A1Q26A3,Does the health care facility screen staff on arrival for symptoms of infection?,Single answer,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,does_the_health_care_facility_screen_staff_on_arrival_for_symptoms_of_infection,Unknown,Unknown,hcf_screenonarrival,0
Q3A1Q27A1,Does the health care facility alert all health workers if a SARS-CoV-2 infected patient is being cared for within the health care facility?,Single answer,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,Always,Always,hcf_covidalert,0
Q3A1Q27A2,Does the health care facility alert all health workers if a SARS-CoV-2 infected patient is being cared for within the health care facility?,Single answer,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,In most situations,In most situations,hcf_covidalert,0
Q3A1Q27A3,Does the health care facility alert all health workers if a SARS-CoV-2 infected patient is being cared for within the health care facility?,Single answer,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,Sometimes we are not alerted in time,Sometimes we are not alerted in time,hcf_covidalert,0
Q3A1Q27A4,Does the health care facility alert all health workers if a SARS-CoV-2 infected patient is being cared for within the health care facility?,Single answer,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,Rarely alerted on time,Rarely alerted on time,hcf_covidalert,0
Q3A1Q27A5,Does the health care facility alert all health workers if a SARS-CoV-2 infected patient is being cared for within the health care facility?,Single answer,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,Never,Never,hcf_covidalert,0
Q3A1Q27A6,Does the health care facility alert all health workers if a SARS-CoV-2 infected patient is being cared for within the health care facility?,Single answer,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,does_the_health_care_facility_alert_all_health_workers_if_a_sars_co_v_2_infected_patient_is_being_cared_for_within_the_health_care_facility,Unknown,Unknown,hcf_covidalert,0
Q3A1Q28A1,"Does the health care facility have a well-equipped triage station at the entrance, supported by trained staff?",Single answer,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,Yes,Yes,hcf_triage,0
Q3A1Q28A2,"Does the health care facility have a well-equipped triage station at the entrance, supported by trained staff?",Single answer,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,No,No,hcf_triage,0
Q3A1Q28A3,"Does the health care facility have a well-equipped triage station at the entrance, supported by trained staff?",Single answer,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,does_the_health_care_facility_have_a_well_equipped_triage_station_at_the_entrance_supported_by_trained_staff,Unknown,Unknown,hcf_triage,0
